29,result_from_first_page_text_d29_arxiv_1910.10683.txt,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,Noam Shazeer,"Google, Mountain View, CA, USA",noam@google.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
29,result_from_first_page_text_d29_arxiv_1910.10683.txt,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,Adam Roberts,"Google, Mountain View, CA, USA",adarob@google.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
29,result_from_first_page_text_d29_arxiv_1910.10683.txt,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,Katherine Lee,"Google, Mountain View, CA, USA",katherinelee@google.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
29,result_from_first_page_text_d29_arxiv_1910.10683.txt,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,Sharan Narang,"Google, Mountain View, CA, USA",sharannarang@google.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
29,result_from_first_page_text_d29_arxiv_1910.10683.txt,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,Michael Matena,"Google, Mountain View, CA, USA",mmatena@google.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
29,result_from_first_page_text_d29_arxiv_1910.10683.txt,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,Yanqi Zhou,"Google, Mountain View, CA, USA",yanqiz@google.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
29,result_from_first_page_text_d29_arxiv_1910.10683.txt,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,Wei Li,"Google, Mountain View, CA, USA",mweili@google.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
29,result_from_first_page_text_d29_arxiv_1910.10683.txt,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,Peter J. Liu,"Google, Mountain View, CA, USA",peterjliu@google.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
30,result_from_first_page_text_d30_arxiv_1911.01547.txt,On the Measure of Intelligence,François Chollet,"Google, Inc.",fchollet@google.com,FN,FP,FN,FN,0,TP,FP,TP,TP,1,TP,FP,TP,TP,1,TP,FP,TP,TP,1
31,result_from_first_page_text_d31_arxiv_1911.02150.txt,Fast Transformer Decoding: One Write-Head is All You Need,Noam Shazeer,Google,noam@google.com,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1
35,result_from_first_page_text_d35_arxiv_2009.11462.txt,REALTOXICITYPROMPTS: Evaluating Neural Toxic Degeneration in Language Models,Samuel Gehman,"Paul G. Allen School of Computer Science & Engineering, University of Washington",sgehman@cs.washington.edu,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,FN,1
35,result_from_first_page_text_d35_arxiv_2009.11462.txt,REALTOXICITYPROMPTS: Evaluating Neural Toxic Degeneration in Language Models,Suchin Gururangan,"Paul G. Allen School of Computer Science & Engineering, University of Washington; Allen Institute for Artificial Intelligence",sg01@cs.washington.edu,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,FN,1
35,result_from_first_page_text_d35_arxiv_2009.11462.txt,REALTOXICITYPROMPTS: Evaluating Neural Toxic Degeneration in Language Models,Maarten Sap,"Paul G. Allen School of Computer Science & Engineering, University of Washington",msap@cs.washington.edu,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,FN,1
35,result_from_first_page_text_d35_arxiv_2009.11462.txt,REALTOXICITYPROMPTS: Evaluating Neural Toxic Degeneration in Language Models,Yejin Choi,"Paul G. Allen School of Computer Science & Engineering, University of Washington; Allen Institute for Artificial Intelligence",yejin@cs.washington.edu,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,FN,1
35,result_from_first_page_text_d35_arxiv_2009.11462.txt,REALTOXICITYPROMPTS: Evaluating Neural Toxic Degeneration in Language Models,Noah A. Smith,"Paul G. Allen School of Computer Science & Engineering, University of Washington; Allen Institute for Artificial Intelligence",nasmith@cs.washington.edu,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,FN,1
38,result_from_first_page_text_d38_arxiv_2101.00027.txt,The Pile: An 800GB Dataset of Diverse Text for Language Modeling,Leo Gao,EleutherAI,contact@eleuther.ai,TP,TP,TP,FN,1,TP,TP,FN,FN,1,TP,TP,TP,FN,1,TP,TP,TP,FN,1
38,result_from_first_page_text_d38_arxiv_2101.00027.txt,The Pile: An 800GB Dataset of Diverse Text for Language Modeling,Stella Biderman,EleutherAI,contact@eleuther.ai,,TP,TP,FN,1,,TP,FN,FN,1,,TP,TP,FN,1,,TP,TP,FN,1
38,result_from_first_page_text_d38_arxiv_2101.00027.txt,The Pile: An 800GB Dataset of Diverse Text for Language Modeling,Sid Black,EleutherAI,contact@eleuther.ai,,TP,TP,FN,1,,TP,FN,FN,1,,TP,TP,FN,1,,TP,TP,FN,1
38,result_from_first_page_text_d38_arxiv_2101.00027.txt,The Pile: An 800GB Dataset of Diverse Text for Language Modeling,Laurence Golding,EleutherAI,contact@eleuther.ai,,TP,TP,FN,1,,TP,FN,FN,1,,TP,TP,FN,1,,TP,TP,FN,1
38,result_from_first_page_text_d38_arxiv_2101.00027.txt,The Pile: An 800GB Dataset of Diverse Text for Language Modeling,Travis Hoppe,EleutherAI,contact@eleuther.ai,,TP,TP,FN,1,,TP,FN,FN,1,,TP,TP,FN,1,,TP,TP,FN,1
38,result_from_first_page_text_d38_arxiv_2101.00027.txt,The Pile: An 800GB Dataset of Diverse Text for Language Modeling,Charles Foster,EleutherAI,contact@eleuther.ai,,TP,TP,FN,1,,TP,FN,FN,1,,TP,TP,FN,1,,TP,TP,FN,1
38,result_from_first_page_text_d38_arxiv_2101.00027.txt,The Pile: An 800GB Dataset of Diverse Text for Language Modeling,Jason Phang,EleutherAI,contact@eleuther.ai,,TP,TP,FN,1,,TP,FN,FN,1,,TP,TP,FN,1,,TP,TP,FN,1
38,result_from_first_page_text_d38_arxiv_2101.00027.txt,The Pile: An 800GB Dataset of Diverse Text for Language Modeling,Horace He,EleutherAI,contact@eleuther.ai,,TP,TP,FN,1,,TP,FN,FN,1,,TP,TP,FN,1,,TP,TP,FN,1
38,result_from_first_page_text_d38_arxiv_2101.00027.txt,The Pile: An 800GB Dataset of Diverse Text for Language Modeling,Anish Thite,EleutherAI,contact@eleuther.ai,,TP,TP,FN,1,,TP,FN,FN,1,,TP,TP,FN,1,,TP,TP,FN,1
38,result_from_first_page_text_d38_arxiv_2101.00027.txt,The Pile: An 800GB Dataset of Diverse Text for Language Modeling,Noa Nabeshima,EleutherAI,contact@eleuther.ai,,TP,TP,FN,1,,TP,FN,FN,1,,TP,TP,FN,1,,TP,TP,FN,1
38,result_from_first_page_text_d38_arxiv_2101.00027.txt,The Pile: An 800GB Dataset of Diverse Text for Language Modeling,Shawn Presser,EleutherAI,contact@eleuther.ai,,TP,TP,FN,1,,TP,FN,FN,1,,TP,TP,FN,1,,TP,TP,FN,1
38,result_from_first_page_text_d38_arxiv_2101.00027.txt,The Pile: An 800GB Dataset of Diverse Text for Language Modeling,Connor Leahy,EleutherAI,contact@eleuther.ai,,TP,TP,TP,1,,TP,FN,FN,1,,TP,TP,FN,1,,TP,TP,FN,1
,,,,,,,,,,,,FP,FP,FP,0,,,,,,,,,,
41,result_from_first_page_text_d41_arxiv_2103.01913.txt,WIT: Wikipedia-based Image Text Dataset for Multimodal Multilingual Machine Learning,Krishna Srinivasan,Google,krishnaps@google.com,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1
41,result_from_first_page_text_d41_arxiv_2103.01913.txt,WIT: Wikipedia-based Image Text Dataset for Multimodal Multilingual Machine Learning,Karthik Raman,Google,karthikraman@google.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
41,result_from_first_page_text_d41_arxiv_2103.01913.txt,WIT: Wikipedia-based Image Text Dataset for Multimodal Multilingual Machine Learning,Jiecao Chen,Google,chenjiecao@google.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
41,result_from_first_page_text_d41_arxiv_2103.01913.txt,WIT: Wikipedia-based Image Text Dataset for Multimodal Multilingual Machine Learning,Michael Bendersky,Google,bemike@google.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
41,result_from_first_page_text_d41_arxiv_2103.01913.txt,WIT: Wikipedia-based Image Text Dataset for Multimodal Multilingual Machine Learning,Marc Najork,Google,najork@google.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
43,result_from_first_page_text_d43_arxiv_2104.09864.txt,ROFORMER: ENHANCED TRANSFORMER WITH ROTARY POSITION EMBEDDING,Jianlin Su,"Zhuiyi Technology Co., Ltd., Shenzhen",bojonesu@wezhuiyi.com,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1
43,result_from_first_page_text_d43_arxiv_2104.09864.txt,ROFORMER: ENHANCED TRANSFORMER WITH ROTARY POSITION EMBEDDING,Yu Lu,"Zhuiyi Technology Co., Ltd., Shenzhen",julianlu@wezhuiyi.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
43,result_from_first_page_text_d43_arxiv_2104.09864.txt,ROFORMER: ENHANCED TRANSFORMER WITH ROTARY POSITION EMBEDDING,Shengfeng Pan,"Zhuiyi Technology Co., Ltd., Shenzhen",nickpan@wezhuiyi.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
43,result_from_first_page_text_d43_arxiv_2104.09864.txt,ROFORMER: ENHANCED TRANSFORMER WITH ROTARY POSITION EMBEDDING,Ahmed Murtadha,"Zhuiyi Technology Co., Ltd., Shenzhen",mengjiayi@wezhuiyi.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
43,result_from_first_page_text_d43_arxiv_2104.09864.txt,ROFORMER: ENHANCED TRANSFORMER WITH ROTARY POSITION EMBEDDING,Bo Wen,"Zhuiyi Technology Co., Ltd., Shenzhen",brucewen@wezhuiyi.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
43,result_from_first_page_text_d43_arxiv_2104.09864.txt,ROFORMER: ENHANCED TRANSFORMER WITH ROTARY POSITION EMBEDDING,Yunfeng Liu,"Zhuiyi Technology Co., Ltd., Shenzhen",glenliu@wezhuiyi.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
44,result_from_first_page_text_d44_arxiv_2106.09685.txt,LORA: LOW-RANK ADAPTATION OF LARGE LANGUAGE MODELS,Edward Hu,Microsoft Corporation,edwardhu@microsoft.com,TP,TP,TP,TP,X,TP,TP,TP,TP,X,FN,FN,FN,FN,0,TP,TP,TP,TP,X
44,result_from_first_page_text_d44_arxiv_2106.09685.txt,LORA: LOW-RANK ADAPTATION OF LARGE LANGUAGE MODELS,Yelong Shen,Microsoft Corporation,yeshe@microsoft.com,,TP,TP,TP,1,,TP,TP,FN,X,,FN,FN,FN,0,,TP,TP,TP,X
44,result_from_first_page_text_d44_arxiv_2106.09685.txt,LORA: LOW-RANK ADAPTATION OF LARGE LANGUAGE MODELS,Phillip Wallis,Microsoft Corporation,phwallis@microsoft.com,,TP,TP,TP,X,,TP,TP,TP,X,,FN,FN,FN,0,,TP,TP,TP,X
44,result_from_first_page_text_d44_arxiv_2106.09685.txt,LORA: LOW-RANK ADAPTATION OF LARGE LANGUAGE MODELS,Zeyuan Allen-Zhu,Microsoft Corporation,zeyuana@microsoft.com,,TP,FN,FN,X,,TP,TP,FN,X,,FN,FN,FN,0,,TP,FN,FN,X
44,result_from_first_page_text_d44_arxiv_2106.09685.txt,LORA: LOW-RANK ADAPTATION OF LARGE LANGUAGE MODELS,Yuanzhi Li,Microsoft Corporation; Carnegie Mellon University,yuanzhil@microsoft.com,,TP,TP,TP,1,,TP,TP,TP,X,,FN,FN,FN,0,,TP,TP,TP,X
44,result_from_first_page_text_d44_arxiv_2106.09685.txt,LORA: LOW-RANK ADAPTATION OF LARGE LANGUAGE MODELS,Shean Wang,Microsoft Corporation,swang@microsoft.com,,TP,TP,TP,X,,TP,TP,TP,X,,FN,FN,FN,0,,TP,TP,TP,X
44,result_from_first_page_text_d44_arxiv_2106.09685.txt,LORA: LOW-RANK ADAPTATION OF LARGE LANGUAGE MODELS,Lu Wang,Microsoft Corporation,luw@microsoft.com,,TP,TP,TP,X,,TP,TP,FN,X,,FN,FN,FN,0,,TP,TP,TP,X
44,result_from_first_page_text_d44_arxiv_2106.09685.txt,LORA: LOW-RANK ADAPTATION OF LARGE LANGUAGE MODELS,Weizhu Chen,Microsoft Corporation,wzchen@microsoft.com,,TP,TP,TP,X,,TP,TP,FN,X,,FN,FN,FN,0,,TP,TP,TP,X
,,,,,,,,,,,,FP,FP,FN,0,,,,,,,,,,
47,result_from_first_page_text_d47_arxiv_2108.03353.txt,Screen2Words: Automatic Mobile UI Summarization with Multimodal Learning,Bryan Wang,University of Toronto,bryanw@dgp.toronto.edu,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,FP,FN,1,TP,TP,TP,TP,1
47,result_from_first_page_text_d47_arxiv_2108.03353.txt,Screen2Words: Automatic Mobile UI Summarization with Multimodal Learning,Gang Li,Google Research,leebird@google.com,,TP,TP,TP,X,,TP,TP,TP,X,,TP,FN,FN,1,,TP,TP,TP,X
47,result_from_first_page_text_d47_arxiv_2108.03353.txt,Screen2Words: Automatic Mobile UI Summarization with Multimodal Learning,Xin Zhou,Google Research,zhouxin@google.com,,TP,TP,TP,X,,TP,TP,TP,X,,TP,FN,FN,1,,TP,TP,TP,X
47,result_from_first_page_text_d47_arxiv_2108.03353.txt,Screen2Words: Automatic Mobile UI Summarization with Multimodal Learning,Zhourong Chen,Google Research,zrchen@google.com,,TP,TP,TP,X,,TP,TP,TP,X,,TP,FN,FN,1,,TP,TP,TP,X
47,result_from_first_page_text_d47_arxiv_2108.03353.txt,Screen2Words: Automatic Mobile UI Summarization with Multimodal Learning,Tovi Grossman,University of Toronto,tovi@dgp.toronto.edu,,TP,TP,TP,X,,TP,TP,TP,X,,TP,FN,FN,1,,TP,TP,TP,X
47,result_from_first_page_text_d47_arxiv_2108.03353.txt,Screen2Words: Automatic Mobile UI Summarization with Multimodal Learning,Yang Li,Google Research,liyang@google.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,FN,FN,1,,TP,TP,TP,1
50,result_from_first_page_text_d50_arxiv_2109.07958.txt,TruthfulQA: Measuring How Models Mimic Human Falsehoods,Stephanie Lin,University of Oxford,sylin07@gmail.com,TP,TP,TP,TP,1,TP,TP,TP,TP,1,FN,FN,FN,FN,0,FN,FN,FN,FN,0
50,result_from_first_page_text_d50_arxiv_2109.07958.txt,TruthfulQA: Measuring How Models Mimic Human Falsehoods,Jacob Hilton,OpenAI,jhilton@openai.com,,TP,TP,TP,1,,TP,TP,TP,1,,FN,FN,FN,0,,FN,FN,FN,0
50,result_from_first_page_text_d50_arxiv_2109.07958.txt,TruthfulQA: Measuring How Models Mimic Human Falsehoods,Owain Evans,University of Oxford,owaine@gmail.com,,TP,TP,TP,1,,TP,TP,TP,1,,FN,FN,FN,0,,FN,FN,FN,0
53,result_from_first_page_text_d53_arxiv_2110.11624.txt,SCICAP: Generating Captions for Scientific Figures,Ting-Yao (Edward) Hsu,Pennsylvania State University,txh357@psu.edu,TP,TP,TP,TP,1,FP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1
53,result_from_first_page_text_d53_arxiv_2110.11624.txt,SCICAP: Generating Captions for Scientific Figures,C. Lee Giles,Pennsylvania State University,clg20@psu.edu,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
53,result_from_first_page_text_d53_arxiv_2110.11624.txt,SCICAP: Generating Captions for Scientific Figures,Ting-Hao ‘Kenneth’ Huang,Pennsylvania State University,txh710@psu.edu,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
56,result_from_first_page_text_d56_arxiv_2203.09509.txt,TOXIGEN: A Large-Scale Machine-Generated Dataset for Adversarial and Implicit Hate Speech Detection,Thomas Hartvigsen,Massachusetts Institute of Technology,tomh@mit.edu,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1
56,result_from_first_page_text_d56_arxiv_2203.09509.txt,TOXIGEN: A Large-Scale Machine-Generated Dataset for Adversarial and Implicit Hate Speech Detection,Saadia Gabriel,University of Washington,skgabrie@cs.washington.edu,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
56,result_from_first_page_text_d56_arxiv_2203.09509.txt,TOXIGEN: A Large-Scale Machine-Generated Dataset for Adversarial and Implicit Hate Speech Detection,Hamid Palangi,Microsoft Research,hpalangi@microsoft.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
56,result_from_first_page_text_d56_arxiv_2203.09509.txt,TOXIGEN: A Large-Scale Machine-Generated Dataset for Adversarial and Implicit Hate Speech Detection,Maarten Sap,Allen Institute for AI; Carnegie Mellon University,maartensap@cmu.edu,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
56,result_from_first_page_text_d56_arxiv_2203.09509.txt,TOXIGEN: A Large-Scale Machine-Generated Dataset for Adversarial and Implicit Hate Speech Detection,Dipankar Ray,Microsoft,diray@microsoft.com,,TP,TP,FN,1,,TP,TP,FN,1,,TP,TP,TP,1,,TP,TP,TP,1
56,result_from_first_page_text_d56_arxiv_2203.09509.txt,TOXIGEN: A Large-Scale Machine-Generated Dataset for Adversarial and Implicit Hate Speech Detection,Ece Kamar,Microsoft Research,eckamar@microsoft.com,,TP,TP,FN,1,,TP,TP,FN,1,,TP,TP,TP,1,,TP,TP,TP,1
57,result_from_first_page_text_d57_arxiv_2203.10244.txt,ChartQA: A Benchmark for Question Answering about Charts with Visual and Logical Reasoning,Ahmed Masry,"York University, Canada",masry20@yorku.ca,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1,FN,FN,FN,FN,0
57,result_from_first_page_text_d57_arxiv_2203.10244.txt,ChartQA: A Benchmark for Question Answering about Charts with Visual and Logical Reasoning,Do Xuan Long,"Nanyang Technological University, Singapore",xuanlong001@e.ntu.edu.sg,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,FN,FN,FN,0
57,result_from_first_page_text_d57_arxiv_2203.10244.txt,ChartQA: A Benchmark for Question Answering about Charts with Visual and Logical Reasoning,Jia Qing Tan,"Nanyang Technological University, Singapore",C190022@e.ntu.edu.sg,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,FN,FN,FN,0
57,result_from_first_page_text_d57_arxiv_2203.10244.txt,ChartQA: A Benchmark for Question Answering about Charts with Visual and Logical Reasoning,Shafiq Joty,"Nanyang Technological University, Singapore; Salesforce Research",srjoty@ntu.edu.sg,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,FN,FN,FN,0
57,result_from_first_page_text_d57_arxiv_2203.10244.txt,ChartQA: A Benchmark for Question Answering about Charts with Visual and Logical Reasoning,Enamul Hoque,"York University, Canada",enamulh@yorku.ca,,TP,TP,TP,1,,TP,TP,FN,1,,TP,TP,TP,1,,FN,FN,FN,0
60,result_from_first_page_text_d60_arxiv_2205.12522.txt,Crossmodal-3600: A Massively Multilingual Multimodal Evaluation Dataset,Ashish V. Thapliyal,Google Research,asht@google.com,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1
60,result_from_first_page_text_d60_arxiv_2205.12522.txt,Crossmodal-3600: A Massively Multilingual Multimodal Evaluation Dataset,Jordi Pont-Tuset,Google Research,jponttuset@google.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
60,result_from_first_page_text_d60_arxiv_2205.12522.txt,Crossmodal-3600: A Massively Multilingual Multimodal Evaluation Dataset,Xi Chen,Google Research,chillxichen@google.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
60,result_from_first_page_text_d60_arxiv_2205.12522.txt,Crossmodal-3600: A Massively Multilingual Multimodal Evaluation Dataset,Radu Soricut,Google Research,rsoricut@google.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
62,result_from_first_page_text_d62_arxiv_2205.14135.txt,FlashAttention: Fast and Memory-Efficient Exact Attention with IO-Awareness,Tri Dao,"Department of Computer Science, Stanford University",trid@cs.stanford.edu,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1
62,result_from_first_page_text_d62_arxiv_2205.14135.txt,FlashAttention: Fast and Memory-Efficient Exact Attention with IO-Awareness,Daniel Y. Fu,"Department of Computer Science, Stanford University",danfu@cs.stanford.edu,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
62,result_from_first_page_text_d62_arxiv_2205.14135.txt,FlashAttention: Fast and Memory-Efficient Exact Attention with IO-Awareness,Stefano Ermon,"Department of Computer Science, Stanford University",ermon@stanford.edu,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
62,result_from_first_page_text_d62_arxiv_2205.14135.txt,FlashAttention: Fast and Memory-Efficient Exact Attention with IO-Awareness,Atri Rudra,"Department of Computer Science and Engineering, University at Buffalo, SUNY",atri@buffalo.edu,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
62,result_from_first_page_text_d62_arxiv_2205.14135.txt,FlashAttention: Fast and Memory-Efficient Exact Attention with IO-Awareness,Christopher Ré,"Department of Computer Science, Stanford University",chrismre@cs.stanford.edu,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
66,result_from_first_page_text_d66_arxiv_2209.11055.txt,Efficient Few-Shot Learning Without Prompts,Lewis Tunstall,Hugging Face,lewis@huggingface.com,TP,TP,TP,FP,1,TP,TP,TP,FP,1,FN,FN,FN,FN,0,TP,TP,TP,FP,1
66,result_from_first_page_text_d66_arxiv_2209.11055.txt,Efficient Few-Shot Learning Without Prompts,Nils Reimers,cohere.ai,info@nils-reimers.de,,TP,TP,TP,1,,TP,TP,TP,1,,FN,FN,FN,0,,TP,TP,TP,1
66,result_from_first_page_text_d66_arxiv_2209.11055.txt,Efficient Few-Shot Learning Without Prompts,Unso Eun Seo Jo,Hugging Face,unso@huggingface.com,,TP,TP,FN,1,,TP,TP,FN,1,,FN,FN,FN,0,,TP,FN,FN,1
66,result_from_first_page_text_d66_arxiv_2209.11055.txt,Efficient Few-Shot Learning Without Prompts,Luke Bates,"Ubiquitous Knowledge Processing Lab, Technical University of Darmstadt",bates@ukp.informatik.tu-darmstadt.de,,TP,TP,TP,1,,TP,TP,TP,1,,FN,FN,FN,0,,TP,TP,TP,1
66,result_from_first_page_text_d66_arxiv_2209.11055.txt,Efficient Few-Shot Learning Without Prompts,Daniel Korat,"Emergent AI Lab, Intel Labs",daniel.korat@intel.com,,TP,TP,FN,1,,TP,TP,FN,1,,FN,FN,FN,0,,TP,TP,FN,1
66,result_from_first_page_text_d66_arxiv_2209.11055.txt,Efficient Few-Shot Learning Without Prompts,Moshe Wasserblat,"Emergent AI Lab, Intel Labs",moshe.wasserblat@intel.com,,TP,TP,FN,1,,TP,TP,FN,1,,FN,FN,FN,0,,TP,TP,FN,1
66,result_from_first_page_text_d66_arxiv_2209.11055.txt,Efficient Few-Shot Learning Without Prompts,Oren Pereg,"Emergent AI Lab, Intel Labs",oren.pereg@intel.com,,TP,TP,FN,1,,TP,TP,FN,1,,FN,FN,FN,0,,TP,TP,FN,1
67,result_from_first_page_text_d67_arxiv_2210.03992.txt,Generative Language Models for Paragraph-Level Question Generation,Asahi Ushio,"Cardiff NLP, School of Computer Science and Informatics, Cardiff University, UK",UshioA@cardiff.ac.uk,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,FN,1
67,result_from_first_page_text_d67_arxiv_2210.03992.txt,Generative Language Models for Paragraph-Level Question Generation,Fernando Alva-Manchego,"Cardiff NLP, School of Computer Science and Informatics, Cardiff University, UK",AlvaManchegoF@cardiff.ac.uk,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,FN,1
67,result_from_first_page_text_d67_arxiv_2210.03992.txt,Generative Language Models for Paragraph-Level Question Generation,Jose Camacho-Collados,"Cardiff NLP, School of Computer Science and Informatics, Cardiff University, UK",CamachoColladosJ@cardiff.ac.uk,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,FN,1
68,result_from_first_page_text_d68_arxiv_2212.01378.txt,ColD Fusion: Collaborative Descent for Distributed Multitask Finetuning,Shachar Don-Yehiya,IBM Research; Hebrew University of Jerusalem,shachar.don-yehiya@ibm.com,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1
68,result_from_first_page_text_d68_arxiv_2212.01378.txt,ColD Fusion: Collaborative Descent for Distributed Multitask Finetuning,Elad Venezian,IBM Research,eladv@il.ibm.com,,TP,TP,TP,X,,TP,TP,TP,X,,TP,TP,TP,X,,TP,TP,TP,X
68,result_from_first_page_text_d68_arxiv_2212.01378.txt,ColD Fusion: Collaborative Descent for Distributed Multitask Finetuning,Colin Raffel,UNC Chapel Hill,craffel@gmail.com,,TP,TP,TP,X,,TP,TP,TP,X,,TP,TP,TP,X,,TP,TP,TP,X
68,result_from_first_page_text_d68_arxiv_2212.01378.txt,ColD Fusion: Collaborative Descent for Distributed Multitask Finetuning,Noam Slonim,IBM Research,noams@il.ibm.com,,TP,TP,TP,X,,TP,TP,TP,X,,TP,TP,TP,X,,TP,TP,TP,X
68,result_from_first_page_text_d68_arxiv_2212.01378.txt,ColD Fusion: Collaborative Descent for Distributed Multitask Finetuning,Yoav Katz,IBM Research,katz@il.ibm.com,,TP,TP,TP,X,,TP,TP,TP,X,,TP,TP,TP,X,,TP,TP,TP,X
68,result_from_first_page_text_d68_arxiv_2212.01378.txt,ColD Fusion: Collaborative Descent for Distributed Multitask Finetuning,Leshem Choshen,IBM Research,leshem.choshen@ibm.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
72,result_from_first_page_text_d72_arxiv_2303.15343.txt,Sigmoid Loss for Language Image Pre-Training,Xiaohua Zhai,"Google DeepMind, Zurich, Switzerland",xzhai@google.com,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1
