d_index,filename,title,name,affiliations,email,Phi,,,,,Mistral,,,,,Llama,,,,,Gemma,,,,
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Anders Andreassen,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Andrea Madotto,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Andrea Santilli,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Andreas Stuhlmüller,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Andrew Dai,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Andrew La,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Andrew Lampinen,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Andy Zou,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Angela Jiang,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Angelica Chen,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Anh Vuong,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Animesh Gupta,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Anna Gottardi,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Antonio Norelli,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Anu Venkatesh,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Arash Gholamidavoodi,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Arfa Tabassum,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Arul Menezes,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Arun Kirubarajan,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Asher Mullokandov,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Ashish Sabharwal,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Austin Herrick,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Avia Efrat,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Aykut Erdem,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Ayla Karakaş,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,B. Ryan Roberts,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Bao Sheng Loe,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Barret Zoph,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Bartłomiej Bojanowski,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Batuhan Özyurt,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Behnam Hedayatnia,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Behnam Neyshabur,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Benjamin Inden,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Benno Stein,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Berk Ekmekci,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Bill Yuchen Lin,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Blake Howald,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Bryan Orinion,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Cameron Diao,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Cameron Dour,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Catherine Stinson,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Cedrick Argueta,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,César Ferri Ramírez,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Chandan Singh,NA,NA,,FP,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Charles Rathkopf,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Chenlin Meng,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Chitta Baral,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Chiyu Wu,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Chris Callison-Burch,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Chris Waites,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Christian Voigt,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Christopher D. Manning,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Christopher Potts,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Cindy Ramirez,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Clara E. Rivera,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Clemencia Siro,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Colin Raffel,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Courtney Ashcraft,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Cristina Garbacea,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Damien Sileo,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Dan Garrette,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Dan Hendrycks,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Dan Kilman,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Dan Roth,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Daniel Freeman,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Daniel Khashabi,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Daniel Levy,NA,NA,,FP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Daniel Moseguí González,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Danielle Perszyk,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Danny Hernandez,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Danqi Chen,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Daphne Ippolito,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Dar Gilboa,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,David Dohan,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,David Drakard,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,David Jurgens,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Debajyoti Datta,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Deep Ganguli,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Denis Emelin,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Denis Kleyko,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Deniz Yuret,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Derek Chen,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Derek Tam,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Dieuwke Hupkes,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Diganta Misra,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Dilyar Buzan,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Dimitri Coelho Mollo,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Diyi Yang,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Dong-Ho Lee,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Dylan Schrader,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Ekaterina Shutova,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Ekin Dogus Cubuk,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Elad Segal,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Eleanor Hagerman,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Elizabeth Barnes,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Elizabeth Donoway,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Ellie Pavlick,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Emanuele Rodola,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Emma Lam,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Eric Chu,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Eric Tang,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Erkut Erdem,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Ernie Chang,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Ethan A. Chi,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Ethan Dyer,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Ethan Jerzak,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Ethan Kim,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Eunice Engefu Manyasi,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
